citycode:0512|poiid:B020019KNF|name:好食膳(狮山路店)|address:狮山路58号|location:120.566988,31.294296|tel:0512-68078107|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001GYUD|name:大娘水饺|address:西环路与干将路交叉口(地铁一号线西环路站附近)|location:120.592075,31.303394|tel:0512-68655337;0512-68852827|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001D9KH|name:永顺川菜馆|address:苏州高新区鑫苑路60号|location:120.57879,31.274006|tel:0512-82136920|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001D9I4|name:蜀香川菜|address:金屋路与鑫苑路交叉口东侧50米|location:120.57947,31.27424|tel:15150409399|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001B03I|name:金逸港式茶餐厅|address:高新区玉山路168号(近苏州水上乐园)|location:120.542255,31.284381|tel:0512-68253616|type:餐饮服务;快餐厅;茶餐厅
citycode:0512|poiid:B02001DA6A|name:意象江南|address:苏州新区长江路545号(港龙商业广场高新区人民医院南侧)|location:120.54678,31.310913|tel:15051458863|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000HQVK|name:黄山烧烤|address:虹桥路|location:120.592201,31.304012|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001CWFC|name:老字号鸭血粉丝汤|address:新庄西路20号|location:120.56966,31.318296|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001HAJK|name:东北兄弟烧烤|address:虹桥路|location:120.592257,31.30401|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02000HSXD|name:邻里小炒|address:彩香一村三区(社区超市西)|location:120.59328,31.301654|tel:0512-61758408;0512-68261748|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000K8V6|name:硬汉子|address:高新区横塘金屋路162号|location:120.581211,31.274618|tel:0512-68239677|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:0512|poiid:B020017CPG|name:沙县熟食|address:文化北路97号|location:120.581599,31.274618|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001D7AX|name:三峡饭店|address:青石路85号|location:120.56731,31.271002|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001CZ7V|name:老乡饭店|address:新庄西路新庄二村附近|location:120.57069,31.318645|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000K0BH|name:福建沙县小吃(灏景天下西)|address:高新区竹园路189号白领生活馆内|location:120.543516,31.28138|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001BW8Z|name:博士永和豆浆|address:马浜花园44-130幢西门附近|location:120.55396,31.316235|tel:0512-66674955|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001D0CM|name:重庆川菜馆|address:苏州高新区青石路85号|location:120.567345,31.270693|tel:15722631145|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001CJCP|name:徐州谭氏地锅居|address:塔园路338号马浜商业街内|location:120.553641,31.316248|tel:0512-66653653|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001CZF5|name:毛毛饭店|address:新庄西路17号|location:120.570755,31.318895|tel:13057402404|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000IR1Z|name:绿杨馄饨店(西园店)|address:西园路335|location:120.581363,31.315782|tel:0512-65830416|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000JXB1|name:近水台(枫桥街道马浜社区卫生院西南)|address:塔园路338号4幢11号|location:120.553428,31.316326|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000JZLF|name:牛尾巴火锅|address:塔园路338号枫景园酒店附近|location:120.553644,31.316458|tel:|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B020017297|name:德顺居酒楼|address:塔园路马浜商业街338号5-5(近华山路)|location:120.552969,31.316167|tel:0512-66626577|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02000JYFM|name:毛家川菜|address:塔园路338号4幢-7|location:120.553583,31.316464|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02000JXC7|name:乡村风味烧鸡公火锅|address:塔园路336号|location:120.553467,31.316445|tel:|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02000IR9E|name:一开餐厅|address:枫桥路380号|location:120.587841,31.311567|tel:0512-65838870|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000K0BE|name:福建沙县特色小吃(枫桥街道马浜社区卫生院西南)|address:塔园路338号(枫桥街道马浜社区卫生院西南)|location:120.553325,31.316505|tel:0512-66675462|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B020016GE6|name:布衣寒舍菜馆(马浜店)|address:塔园路338号马浜商业街内8-1号|location:120.552499,31.316161|tel:0512-66677177|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001F532|name:杨驼子龙虾(三香路店)|address:彩香一村菜场口(近三香路)|location:120.593169,31.304786|tel:|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0512|poiid:B0200163CQ|name:东吴面馆(塔园路)|address:苏州高新区马运路248号|location:120.552492,31.316192|tel:0512-66907377;13913583663|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001CWBD|name:藏书羊肉店|address:塔园路338号8-4|location:120.552936,31.316459|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001IDTS|name:金元牌阳澄湖大闸蟹大|address:彩香路4号|location:120.59337,31.304762|tel:13063782674|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0512|poiid:B02000JF08|name:鲤鱼门大酒店|address:金阊区西环路2928号(近金阊区政府)|location:120.574336,31.318823|tel:0512-65895778;0512-65895777|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B020001DX8|name:川府菜馆|address:干将西路872号|location:120.594348,31.303556|tel:0512-68271138|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001CXO4|name:东北饺子馆|address:苏州高新区何山路262号|location:120.54042,31.305876|tel:15295647177|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02000JY0R|name:便利饭店|address:长江路123附近|location:120.552454,31.272806|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020001G0N|name:近水台(何山路)|address:新狮新苑东区南门东侧|location:120.540181,31.305834|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001735Q|name:旺福楼|address:西环路新康花园西路附近|location:120.58981,31.278893|tel:0512-65673940|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001D81S|name:张阿姨炒饭|address:苏州高新区向阳路80号|location:120.548004,31.275309|tel:0512-68419014|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001AZW8|name:桂林米粉|address:金门路619号(金门大舞厅东)|location:120.591865,31.308402|tel:0512-68633963|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000JF07|name:新纪缘宾馆|address:西环路2988号(近金阊区政府)|location:120.574218,31.319381|tel:0512-65831222;0512-65832268|type:住宿服务;宾馆酒店;宾馆酒店|餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017G7M|name:沙县小吃(塔园路)|address:塔园路55附近|location:120.56064,31.270057|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000HQTT|name:东吴面馆(桐泾路店)|address:金阊区桐泾北路26号|location:120.589736,31.310957|tel:0512-65707783;13621570011|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017F41|name:美味源|address:塔园路55附近|location:120.560547,31.270056|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B020017BB8|name:高原拉面|address:塔园路67号|location:120.560438,31.270037|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:0512|poiid:B02001D6L5|name:吐司先生|address:桐泾北路218号来客茂时尚生活中心4楼嘉禾影城内(枫桥路口)|location:120.58921,31.311613|tel:18915442092;13814871637|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019YT4|name:品尚豆捞(来客茂时尚生活中心)|address:桐泾北路218号F4层405|location:120.589111,31.311733|tel:0512-86862177|type:餐饮服务;中餐厅;火锅店|餐饮服务;咖啡厅;咖啡厅
citycode:0512|poiid:B02000HQTS|name:正宗兰州拉面(桐泾路店)|address:金阊区桐泾北路8号对面(月星国际家居)|location:120.589713,31.311163|tel:0512-65511780|type:餐饮服务;中餐厅;清真菜馆
citycode:0512|poiid:B02001CZP6|name:正宗兰州牛肉拉面|address:苏州高新区文化北路42号|location:120.58124,31.27253|tel:18662499338|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B020017EO3|name:兰州一碗香拉面|address:金屋路137号|location:120.551908,31.272774|tel:0512-61274089|type:餐饮服务;中餐厅;清真菜馆
citycode:0512|poiid:B02001F1H7|name:四川麻辣烫|address:苏州高新区津桥街1481号|location:120.54171,31.308758|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001D78Q|name:川嫂子骨头煲|address:文化北路与横塘西街交叉口|location:120.581539,31.272554|tel:0512-68439125|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02000HR43|name:港湾饮食|address:西园路与西园弄交叉口|location:120.583327,31.316219|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020007I4P|name:西北饭店|address:金阊区西园路9号|location:120.583389,31.316232|tel:0512-67235864|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001HHVH|name:韩风|address:桐泾北路218号来客茂时尚生活中心4层|location:120.589177,31.311967|tel:0512-86860766|type:餐饮服务;外国餐厅;韩国料理
citycode:0512|poiid:B02001FVAG|name:吉记味庄(来客茂店)|address:桐泾北路218号来客茂时尚生活中心4层|location:120.58918,31.311969|tel:0512-86867778|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001D6RJ|name:顺兴糕点|address:彩香一村农贸市场中间入口左侧(近干将路)|location:120.59523,31.303246|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B020017E9P|name:三鲜煲菜馆(何山路)|address:何山路|location:120.539579,31.305773|tel:0512-62697792|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001CYXN|name:竹园酒家|address:新创竹园内|location:120.54712,31.275406|tel:0512-87672185|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200173WT|name:泡泡馄饨(彩香店)|address:彩香路(彩香商场北对面)|location:120.59545,31.302908|tel:0512-65823329|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020007ANP|name:沙县小吃(西环路高架)|address:西环路3024|location:120.573837,31.319911|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000K0QK|name:蜀南川菜馆|address:何山路|location:120.539501,31.305768|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001BWDA|name:新盛小厨|address:新区新升北大门旁|location:120.53974,31.283419|tel:0512-68256192|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001D6GR|name:来伊份(横塘店)|address:高新区横塘镇文化北路(近人间四月天华润万家)|location:120.581795,31.272398|tel:4008819777|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B020017FEM|name:佳豪快餐|address:富康新村东门旁边|location:120.543815,31.311698|tel:0512-66651925|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B020017Z5B|name:丸来玩趣(来客茂时尚生活中心)|address:桐泾北路218号F2层208|location:120.589367,31.312211|tel:18505121779|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001D6WQ|name:禾道轩(来客茂店)|address:桐泾北路218号来客茂3楼蜂窝美食汇|location:120.58891,31.31272|tel:18115676646|type:餐饮服务;外国餐厅;日本料理
citycode:0512|poiid:B02001729S|name:震源生煎(彩香店)|address:彩香一村农贸市场68号(干将西路口)|location:120.595691,31.303116|tel:0512-65589592;0512-68654430|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001FV7V|name:三千粉(来客茂时尚生活中心)|address:桐泾北路218号F1层128|location:120.589218,31.312528|tel:0512-69337757|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000IQY5|name:鼎王澳门豆捞|address:三香路488|location:120.596981,31.299218|tel:0512-68701888;0512-68708898|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02000JD6M|name:东吴面馆(新庄店)|address:沧浪区新庄立交首末站南|location:120.573759,31.320299|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001DNB2|name:欣源发火锅|address:西环路3036号2层|location:120.573735,31.320347|tel:13402587345|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02000IUEZ|name:雅都大酒店宴会厅|address:三香路156号雅都大酒店2楼(近烽火路)|location:120.59722,31.29873|tel:0512-68291888|type:餐饮服务;中餐厅;浙江菜
citycode:0512|poiid:B020019KH5|name:杭州阿英煲餐厅|address:西环路3051号|location:120.5728,31.320608|tel:0512-68302838;0512-68303228|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200175W1|name:玉新传奇饭店|address:新升新苑北门商业街|location:120.539668,31.282536|tel:0512-69200700|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0512|poiid:B02001DGAE|name:美时鸡台湾鸡排王(西园路店)|address:西园路178号(苏州农校向东150米路北)|location:120.58467,31.316322|tel:0512-65707286|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001BU21|name:凤凰小城|address:西环路3051号(近鲤鱼门大酒店)|location:120.5727,31.3207|tel:0512-68627220|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0512|poiid:B02001H36D|name:海珍饮食店|address:新庄新村(近新庄菜市场)|location:120.574861,31.320315|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001B82R|name:周记黑鸭(来客茂店)|address:桐泾北路218号来客茂时尚生活中心3楼312室|location:120.58947,31.312805|tel:18662166952|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001C092|name:巴比馒头|address:苏州市高新区何山路|location:120.538728,31.305807|tel:|type:餐饮服务;中餐厅;中餐厅|餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001IG4Z|name:麻辣香锅(来客茂店)|address:金阊区桐泾北路218号来客茂生活广场三楼蜂窝美食城|location:120.589407,31.312888|tel:13818607675;15121518300|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001D0JI|name:咸肉菜饭|address:高新区枫桥大街600号|location:120.542148,31.310886|tel:15371451602|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02001HBXZ|name:新庄东北烧烤|address:西园路51号(西园路向西走到头)|location:120.575078,31.320426|tel:0512-65518377;0512-67235162|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001JWTC|name:南丫岛海鲜自助餐厅|address:三香路488号雅都大酒店29楼(近烽火路)|location:120.59761,31.299316|tel:0512-68291888;0512-68299570|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017D9C|name:福建沙县特色小吃(华山路)|address:华山路附近|location:120.543663,31.312741|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017BPK|name:沙县小吃(文化北路)|address:苏州市高新区横塘镇永盛路|location:120.581556,31.271182|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017C9M|name:发润达川菜馆|address:高新区津桥街1503号|location:120.540508,31.309516|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02000IUEX|name:星月廊旋转餐厅|address:三香路488号国信雅都大酒店29层|location:120.597836,31.299416|tel:0512-68299570;0512-68291888|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020001M8T|name:国信雅都大酒店|address:三香路488号|location:120.597837,31.299428|tel:0512-68299570;0512-68269381;0512-68291888|type:住宿服务;宾馆酒店;宾馆酒店|餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000JD1H|name:桐星国际酒店|address:桐泾北路8号|location:120.592217,31.310769|tel:0512-68388188;0512-68383080|type:住宿服务;宾馆酒店;宾馆酒店|餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001FS8Y|name:苏州羊肉店|address:徐何集贸市场1层|location:120.538768,31.307453|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200076XO|name:绿杨馄饨|address:桐泾北路八一小学旁|location:120.589172,31.314086|tel:0512-65830416|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000K45O|name:徐福记(劳动路店)|address:劳动路580号|location:120.598464,31.292845|tel:051268361877;0512-68361877|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B020001RBM|name:老东吴食府(雅都店)|address:三香路488号|location:120.59819,31.299168|tel:0512-68279797;0512-68262229|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B020001JDX|name:肯德基(胥城店)|address:三香路345|location:120.598365,31.298221|tel:0512-68601553;0512-68601552|type:餐饮服务;快餐厅;肯德基
citycode:0512|poiid:B02000IR9T|name:品王府饭店|address:劳动路|location:120.598595,31.292859|tel:4007339993;0512-68361177|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019YVX|name:咱家小厨|address:长江南路华夏五金机电城对面|location:120.55429,31.26982|tel:13776120374|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001H6LF|name:功德林(桐泾北路)|address:桐泾北路301|location:120.589115,31.3144|tel:0512-65332494|type:餐饮服务;中餐厅;中式素菜馆
citycode:0512|poiid:B02000KC0E|name:万象酒店|address:苏福路197-2号|location:120.578965,31.269579|tel:0512-68559105|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001C13B|name:北京烤鸭|address:新庄市场6号|location:120.577902,31.320487|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B0200075AH|name:兰州拉面(西环路)|address:金阊区新庄西环路3113号|location:120.572366,31.32177|tel:|type:餐饮服务;中餐厅;清真菜馆|餐饮服务;中餐厅;清真菜馆
citycode:0512|poiid:B02000K3P0|name:食为乐餐厅|address:桐星国际酒店旁|location:120.592662,31.311008|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017G5W|name:沙县小吃(横塘店)|address:苏州市高新区横塘学府路|location:120.578644,31.269382|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200076X3|name:绿杨馄饨店(新升新苑西北)|address:竹园路新升新苑菜场旁|location:120.538803,31.28153|tel:0512-87838405|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02000J1Q1|name:巴弟鸡排新升新苑店|address:玉山路|location:120.53765,31.283468|tel:0512-68788117;0512-68788177;0512-68320708|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B020019L88|name:沙县小吃(西环路)|address:金阊区西环路3008-7号|location:120.572306,31.321856|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001IE8B|name:新兴快餐|address:留园路477号园外楼饭店|location:120.58963,31.31418|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02000K2M3|name:阿莲小厨|address:金阊区桐泾北路317号(近小小得月楼)|location:120.589065,31.314686|tel:0512-65830451|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019A2W|name:如意馄饨(长江路店)|address:长江路99-35号|location:120.55366,31.269789|tel:13646213346|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001E1DA|name:老地方酒家|address:新庄西环路3117号|location:120.57234,31.32191|tel:0512-65839586|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001A1EP|name:云南过桥米线|address:高新区玉山路新升新苑|location:120.538604,31.281679|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001H33I|name:烤鱼堂(劳动路店)|address:劳动路6附近|location:120.598998,31.293007|tel:0512-68363277|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02000IUF5|name:胥城大厦金瑰厅|address:三香路333号胥城大厦|location:120.598891,31.298144|tel:0512-68286688|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B02000IUHD|name:胥城大厦百合厅|address:金阊区三香路333号|location:120.59889,31.298145|tel:0512-68286688|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020016H8Q|name:金福轩餐饮会所|address:竹园路203|location:120.541258,31.277698|tel:0512-68181777|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200173YZ|name:品园|address:田多里3号|location:120.599288,31.29317|tel:0512-68361337|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017JPJ|name:土家人湘菜|address:高新区珠江路新升新苑西大门进来50米|location:120.538185,31.281667|tel:0512-66257219;0512-68079365|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0512|poiid:B02000IU4F|name:大风车味庄(劳动路店)|address:劳动路599号|location:120.599375,31.293195|tel:0512-68701577|type:餐饮服务;中餐厅;江苏菜
citycode:0512|poiid:B0200172IX|name:八万客|address:高新区林枫路33号101室|location:120.538523,31.308793|tel:0512-66679858|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B020019LV4|name:东吴面馆(长江南路店)|address:长江路山水华庭|location:120.554094,31.269124|tel:15995551287|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001D6PJ|name:无锡馄饨(苏州店)|address:高新区新升新苑西出口|location:120.538005,31.281644|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017AYT|name:大川自助火锅|address:津桥街1579号|location:120.538839,31.309343|tel:0512-66905058|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B020017JQF|name:东北烧烤|address:三元三村|location:120.582724,31.270348|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0512|poiid:B02001II34|name:阿秋川菜|address:振兴街36号|location:120.582827,31.270364|tel:13952114643|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02000KA69|name:华莱士(枫桥店)|address:新区林枫路商业街33号108|location:120.538484,31.308971|tel:0512-68762107|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02000IU93|name:河边人家|address:皮匠巷|location:120.578467,31.321126|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B0200172TD|name:天然居药膳家常菜|address:留园路468|location:120.59042,31.314442|tel:0512-65326909;0512-65326906|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020007310|name:君悦饭店|address:横塘派出所旁|location:120.583132,31.270386|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001JWMV|name:姥娘麻辣烫火锅|address:高新区高新区珠江路新升新苑西门口|location:120.537354,31.281953|tel:18862391553|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017BQ2|name:一品川香|address:高新区枫桥大街579号|location:120.537669,31.308458|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02000KAJ7|name:鸿运园中楼|address:金阊区桐泾北路366号|location:120.589268,31.31586|tel:0512-87772777;0512-65898977|type:餐饮服务;中餐厅;综合酒楼
citycode:0512|poiid:B02000K0QL|name:蜀湘阁(新升新苑店)|address:珠江路121号嘉业阳光假日小区内|location:120.536462,31.2832|tel:0512-68808667;0512-68311117;0512-68311766|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B020019LMO|name:东吴面馆(新升新苑店)|address:珠江路新升新苑西大门(近嘉业阳光)|location:120.536934,31.282338|tel:0512-68180177|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02000JEVL|name:观振兴面馆(西园店)|address:西园路1号|location:120.588301,31.31661|tel:0512-66996903;0512-86681778|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020019N9Y|name:川湘菜馆|address:留园路441号|location:120.59132,31.314205|tel:0512-82110759|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001BUXG|name:咸肉菜饭骨头汤|address:苏州高新区景山路|location:120.544167,31.315839|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001A1IJ|name:重庆鸡公煲(林枫店)|address:林枫路55号114-115区2|location:120.538328,31.309823|tel:18915532872;0512-86667585|type:餐饮服务;中餐厅;火锅店|餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001CXM5|name:蜀味塘川菜馆|address:景山路康佳花园一区1-17幢北门附近|location:120.543928,31.315818|tel:0512-66620873|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001HO3W|name:川山峡烧鸡公火锅(景山路店)|address:景山路149附近|location:120.543812,31.315805|tel:|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02001D68K|name:猛氏豆浆|address:木渎镇长江路99-03号(近竹园路)|location:120.554169,31.268216|tel:0512-66384969|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B020005KZC|name:吃饭地方|address:景山路|location:120.543749,31.315801|tel:0512-60789325|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B02001D114|name:飘香美食|address:解放西路162号|location:120.59082,31.274485|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001CZTW|name:徐州人家|address:林枫街|location:120.539062,31.311382|tel:15862403898|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001CZAO|name:家园小厨|address:林枫街|location:120.53905,31.311384|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02000HQZ5|name:鱼老大食府|address:枫桥路288号|location:120.593309,31.313053|tel:0512-65832880;18796810220|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:0512|poiid:B0200164BV|name:小田园农家菜|address:梅亭苑南侧|location:120.59099,31.274366|tel:15051438313|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020006NM7|name:光头羊肉馆|address:景山路185号|location:120.542995,31.315671|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001A1F5|name:大拇指(珠江路店)|address:珠江路121号嘉业阳光假日内(近玉山路)|location:120.536415,31.28168|tel:18706870907|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001FVE4|name:天天情人节(新区店)|address:珠江路121号嘉业阳光假日小区55栋101室|location:120.536381,31.281723|tel:0512-82100041|type:餐饮服务;快餐厅;快餐厅
citycode:0512|poiid:B02001ITF8|name:卢记川菜馆|address:高新区枫桥大街603号|location:120.536587,31.308341|tel:0512-68783880;18260122139|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0512|poiid:B020019OCW|name:君之薇火锅|address:华山路林枫市场内|location:120.53867,31.311348|tel:|type:餐饮服务;中餐厅;火锅店
citycode:0512|poiid:B02001H0KT|name:荣记凉皮(干将路站)|address:干将西路683-2号|location:120.599428,31.303547|tel:18625017517|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B02001A0K3|name:如意馄饨(万枫家园店东门直走)|address:竹园路与珠江路交叉口万枫家园东门直走68幢101室(药店。网吧)|location:120.536267,31.281819|tel:18362660177;18951106927|type:餐饮服务;中餐厅;中餐厅
citycode:0512|poiid:B020017DMX|name:川味源|address:景山路185号|location:120.54273,31.315633|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
