citycode:0591|poiid:B024F0VANL|name:家家香|address:八一七北路187安泰中心145号(近织锦巷)|location:119.30044,26.08242|tel:|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0ZNB4|name:相逢客(江厝路店)|address:五凤街道泉塘村湖前小区泉塘商品房1#楼06室店面|location:119.29399,26.11421|tel:0591-87623465|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0X46I|name:拍拍手食府|address:江厝路15号(近省射击运动中心)|location:119.293643,26.113068|tel:0591-87727778|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VQGM|name:阿肥发扁食(新店店)|address:南平西路福盛花园门口|location:119.297302,26.124998|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0UDZQ|name:好记餐厅|address:金榕南路10号榕城广场1号楼|location:119.267165,26.05109|tel:0591-83251717|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U0YC|name:醉再醉家常川菜馆|address:西二环路福一村128号(近牡丹大酒楼)|location:119.280877,26.07917|tel:13075973559;0591-83339153|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F0UB4K|name:清口清汤面(南平西路)|address:新店镇南平西路20号|location:119.297514,26.125007|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0UCK2|name:芙蓉楼|address:北环西路108号永恒新村1号店面(近长冠大酒店)|location:119.292478,26.108765|tel:0591-87869542|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0591|poiid:B024F0YRTB|name:开心饭店|address:金山榕城广场2号楼1楼|location:119.267525,26.051369|tel:0591-88206546|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F05ZZI|name:聚福楼(安之居东南)|address:福州近郊闽侯县117县道(安之居东南)|location:119.218046,25.979802|tel:0591-22814777|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F0VBJ6|name:隆旺阁|address:北环西路108号永恒新村108号19-21楼4号店|location:119.292501,26.108679|tel:0591-87858755|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05KSZ|name:万福园|address:北环西路118号美伦华美达广场大饭店2层|location:119.292254,26.107866|tel:0591-87883999|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0ZPQR|name:盛赢海鲜城|address:办林洲路8号世欧彼岸城(A区东一门)附近|location:119.265198,26.046972|tel:0591-83569997|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0591|poiid:B024F05E89|name:阿里郎韩国料理(美伦店)|address:北环西路118号美伦华美达2层|location:119.292271,26.107826|tel:0591-87720073;0591-87712678;0591-87712670|type:餐饮服务;外国餐厅;韩国料理
citycode:0591|poiid:B024F05E70|name:好世界大酒楼(西环中路)|address:西二环中路60号|location:119.282,26.08101|tel:0591-83738888;0591-83733333|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0591|poiid:B024F05WOB|name:蜀都丰活鱼庄(西洪店)|address:光荣路|location:119.283911,26.085509|tel:0591-63215501|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F056KV|name:777新大樟溪河鲜楼|address:二零三省道葛岭镇政府附近|location:119.082083,25.875411|tel:0591-24582777|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VR69|name:山里人家(长冠店)|address:北环西路78号附近|location:119.29254,26.108326|tel:0591-83910618|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U6RF|name:帝道海鲜城|address:西二环路218号三层|location:119.280988,26.078446|tel:0591-88325777|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B024F037XE|name:孙大妈水饺(西洪分店)|address:西洪路204号|location:119.283997,26.08548|tel:0591-83780741|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0591|poiid:B024F0XS3H|name:好运来农家土菜馆|address:金山榕城广场2号楼1层|location:119.267826,26.05141|tel:0591-88072787;15880032834|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XZWA|name:麻麻鱼府|address:二环路218号附属楼3层|location:119.281209,26.078501|tel:0591-88325777|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B024F0XZNW|name:淳百味(南平西路店)|address:福飞路80号金银城广场区3号楼07号店面|location:119.298,26.124563|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XXGR|name:老麦|address:福屿路38号中利花园附近|location:119.281906,26.079752|tel:0591-83739226|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F058S9|name:东北佬菜馆(长冠店)|address:北二环西路78号|location:119.293005,26.108329|tel:0591-83195816|type:餐饮服务;中餐厅;东北菜
citycode:0591|poiid:B024F0VQYM|name:私房牛肉面|address:福飞北路80号金银城广场|location:119.29815,26.124649|tel:0591-83171562;15880052265|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VH0W|name:蜀香楼私房菜|address:洪山镇福二村43号|location:119.2807,26.076669|tel:15880080716|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U3R8|name:华莱士(南平西路)|address:福飞北路80号|location:119.298235,26.124647|tel:0591-87952223|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F05RLC|name:豪翔农家乐(铜盘店)|address:铜盘路与桥亭路交叉口附近|location:119.290529,26.100663|tel:0591-88883557|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0X467|name:回龙阁|address:西二环中路68号省旅游干部学校内|location:119.282534,26.080407|tel:0591-62755599;0591-83173127|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F01D1D|name:西洪大饭店(西洪路分店)|address:西洪路172号|location:119.284798,26.085678|tel:0591-83725100;0591-83726299;0591-83781363|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F0UBIJ|name:东方红酒楼(北环西路)|address:北二环西路78号长冠城2层|location:119.293235,26.108093|tel:0591-87711100;0591-87725609|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0591|poiid:B024F0Z01Q|name:谷膳缘食疗养生坊|address:湖前大井路29号怡景小区门口(塞纳阳光北门谷膳缘)|location:119.296865,26.119354|tel:18606013563|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04W90|name:土伯捞化(西洪路店)|address:西洪路201号(近西洪小区)|location:119.284689,26.085222|tel:0591-83758357;13905008713|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F050GL|name:牡丹大酒楼(西二环店)|address:西二环中路218号|location:119.281883,26.078527|tel:0591-83797222;0591-83796222|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F0VBPZ|name:新疆羊肉串|address:榕城广场新华图书城斜对面|location:119.2682,26.050352|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0591|poiid:B024F060TO|name:朝阳大酒楼(福飞北路)|address:福飞北路80号|location:119.298652,26.124669|tel:0591-83806677;0591-87578088;0591-88050288|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F04D0M|name:华莱士(西洪路)|address:西洪路152号|location:119.285057,26.085689|tel:0591-87641235|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0VP5W|name:半亩方塘|address:闽江大道150号闽江春晓6号楼(近融侨水乡酒店)|location:119.26998,26.053411|tel:0591-83565606|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0UH56|name:吴记餐馆|address:福飞路|location:119.297166,26.119264|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04BQA|name:芝加基(铜盘路)|address:铜盘路(省电大对面)|location:119.29085,26.100359|tel:0591-63322771;0591-87276573;18650715979|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0VBQ2|name:中国菜|address:西洪路西洪小区|location:119.285071,26.085428|tel:0591-89092902|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F04CWQ|name:沙县小吃(福州农业科教大楼西北)|address:福屿花园7号店|location:119.284071,26.083006|tel:13003874098|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0XXGF|name:好口味小吃|address:福飞北路200附近|location:119.300644,26.131107|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F05YHP|name:御品阁私房菜|address:闽江大道150号闽江春晓6号楼1-3号店面(融侨水乡酒店对面)|location:119.27009,26.053268|tel:0591-83565606|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F04BQ9|name:沙县小吃店(铜盘路)|address:西二环路55号金泉公寓15号楼14号店面|location:119.29101,26.100285|tel:15005045799|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04VUR|name:今天饭馆|address:六一北路92号|location:119.291071,26.100266|tel:0591-87856757;0591-87592258|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XSZS|name:华威菜馆|address:福飞北路234号附近|location:119.30247,26.13701|tel:0591-88191988|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0591|poiid:B024F04VUQ|name:秀明小吃店|address:铜盘路(梅园快捷酒店附近)|location:119.291147,26.100088|tel:15880069434|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F0U1FC|name:忆家香|address:洪山镇福屿后路|location:119.28165,26.076506|tel:15859099669;0591-87121276|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04W9Q|name:华莱士(杨桥店)|address:杨桥中路148号陆庄花园5号楼1楼12号店面(杨桥永辉超市对面)|location:119.284539,26.083184|tel:0591-83178627|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F05E2Q|name:金山第一鲜|address:榕城广场10号楼1层|location:119.268162,26.049069|tel:0591-83854220;0591-83843739;0591-26733693|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0YZYM|name:好清香小吃店|address:杨桥中路146号|location:119.28466,26.083277|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XXU7|name:山里红|address:福飞路泉塘新村6号楼(近漳州驻榕接待办)|location:119.29212,26.102446|tel:0591-87720372|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05D9E|name:西城饭店|address:金榕南路10号金山榕城广场10号楼(近兴福兴川正超市)|location:119.268225,26.049074|tel:0591-88885050;0591-83841989|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0VALD|name:南岛渔村|address:工业路451号鼓楼科技商务中心大楼1-3层|location:119.278652,26.069669|tel:0591-87937777;0591-87107777;0591-83377227|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0591|poiid:B024F0VHI9|name:沙县小吃民间瓦罐|address:福屿后路与洪山园路交叉口|location:119.281908,26.076714|tel:13405969787|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F059XD|name:融乡园中餐厅|address:闽江大道169号|location:119.270919,26.053844|tel:0591-83766858|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VDMO|name:晓萍小吃店|address:梦山路(近湖滨小学)|location:119.286899,26.088231|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0ZQ3W|name:川味面对面小吃(高宅分店)|address:仓山区|location:119.255335,26.02657|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VQ46|name:新天地火锅城|address:金榕南路10号金山榕城广场7号楼2层04-07店面|location:119.269364,26.050373|tel:0591-83059077|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B024F05KO7|name:水乡好世界|address:金山街闽江大道167号融侨水乡酒店酒楼|location:119.270966,26.053362|tel:0591-83560609;0591-88955555;0591-8338888|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05KX1|name:惠万家美食|address:铜盘路2号梅园快捷酒店|location:119.291633,26.099848|tel:0591-87824380|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0YZYV|name:羌寨锅庄|address:金山榕城广场7号楼1楼|location:119.26964,26.050797|tel:18905905317|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B024F04BQF|name:国香馆|address:铜盘路2号梅园酒店福州店1层|location:119.291659,26.099849|tel:0591-87831178|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F05NTT|name:五饼二鱼彭氏飘香楼|address:金榕南路10号金山榕城广场5号楼(融侨水乡马路对面)|location:119.270178,26.051779|tel:0591-83854755;0591-88202790|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F0YU64|name:旗山小农家|address:金榕南路10号金山榕城广场|location:119.269497,26.050498|tel:0591-88200200;13788893793|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XXNP|name:兴化食府|address:金山榕城广场9号楼1楼|location:119.26874,26.04904|tel:13665039561|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F05M2K|name:小桃园食府|address:金山榕城广场8号楼1层|location:119.269298,26.04995|tel:0591-83050100|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05NTO|name:闽清土菜馆(金环路)|address:金康路|location:119.269861,26.050889|tel:0591-83854561|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0YTBV|name:八哥酸辣粉(西洪路店)|address:西洪路|location:119.286482,26.086051|tel:18259167026|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0ZXBK|name:一品布衣汤烤锅王|address:金榕南路10号榕城广场9号楼49,50号店|location:119.269135,26.04949|tel:0591-87985856;13559163077|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0591|poiid:B024F0XXEF|name:池记潮汕海鲜砂锅粥|address:榕城广场|location:119.27045,26.051853|tel:13067451888|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0591|poiid:B024F0VH7Q|name:沙县小吃(西洪路)|address:西洪路79号银湖花园3座7号|location:119.286473,26.085663|tel:15959191692|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F01KLG|name:安泰楼酒家(金环路)|address:金山榕城广场6号楼1层|location:119.270467,26.051285|tel:0591-83740467;0591-87531717;0591-83847157|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F0YT92|name:姑娘手|address:江厝路(福飞路口)|location:119.296746,26.112951|tel:15980511245|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04JNA|name:台湾鹅肉大王(西洪总店)|address:西洪路54|location:119.287036,26.086192|tel:0591-83786582|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VHW7|name:福屿鲜捞小吃店|address:洪山镇黎明福屿小区2号楼|location:119.282677,26.075782|tel:0591-87937221;15005991280|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U05W|name:食中福大酒楼|address:金山榕城广场6号楼(金山大厦)|location:119.270884,26.051541|tel:0591-88880305|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F04CUR|name:马老七(杨桥店)|address:杨桥中路145号|location:119.285905,26.083104|tel:0591-83797077;0591-22360202|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04CZU|name:老福州风味小吃|address:西洪路中段(西洪饭店附近)|location:119.287239,26.086228|tel:0591-83784847|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0466E|name:绍炎小吃店|address:南平东路41号|location:119.300736,26.125057|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0UA8A|name:龙都海鲜酒楼|address:闽江大道180号|location:119.270724,26.05099|tel:0591-83589000;0591-87569000|type:餐饮服务;中餐厅;海鲜酒楼
citycode:0591|poiid:B024F05MT1|name:新天祥大酒楼(乌山店)|address:乌山路与工业路交叉口(教育学院附中旁边)|location:119.279915,26.069324|tel:0591-88782777;0591-88782999|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F0ZT8I|name:东北立涛烧烤|address:江厝路附近|location:119.297337,26.113624|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0591|poiid:B024F0VDQE|name:大闽堂|address:福飞南路45号|location:119.292856,26.100458|tel:0591-88066667|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0587G|name:桥头饭店(江厝路)|address:江厝路(福飞路口)|location:119.297259,26.113324|tel:0591-87739730;0591-87739740|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F04W9A|name:尚干依忠拌面扁肉(西洪路)|address:西洪路54台湾鹅肉大王(西洪总店)附近|location:119.287406,26.086264|tel:18850486660;13859094865|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VGXX|name:沙县小吃(福飞南路)|address:福飞南路43之3-4|location:119.292977,26.100616|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XSIO|name:沙县美食|address:江厝路80号湖前小区15栋08号|location:119.29904,26.118743|tel:0591-87711379;13774503494|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05KTF|name:西湖大酒店京华阁|address:湖滨路158号西湖大酒店2楼|location:119.29121,26.095709|tel:0591-87839888|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0V4YH|name:西宾九号|address:华林路11号西湖宾馆内|location:119.291868,26.097213|tel:0591-28066666|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:0591|poiid:B024F05YIR|name:春秋大酒楼|address:福飞南路205号|location:119.298882,26.117668|tel:0591-87766266;0591-87766366|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F05SHE|name:天水酒楼|address:北江滨路望龙太公园内|location:119.275743,26.059997|tel:0591-83836377;0591-83837577|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F0Y00Z|name:博多日本料理(湖滨路店)|address:湖滨路158号西湖大酒店M楼(近西湖大酒楼)|location:119.29145,26.09588|tel:0591-87839888|type:餐饮服务;外国餐厅;日本料理
citycode:0591|poiid:B024F04CV7|name:重庆活鱼庄|address:学园路39附近|location:119.286143,26.082499|tel:0591-83038769;0591-83768171|type:餐饮服务;中餐厅;四川菜(川菜)|餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XSRV|name:憨伯牛肉丸|address:福飞南路福泉花园7-9号楼(米罗街附近)|location:119.29732,26.111979|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F034RC|name:客缘风本味馆|address:福飞南路92号|location:119.294616,26.103701|tel:0591-87811860|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XSRM|name:秋記牛肉|address:福飞南路福泉花园7-9号楼(米罗街附近)|location:119.297325,26.111683|tel:15960119968|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F07E6V|name:永和鱼丸(米罗街店)|address:米罗街49号|location:119.296782,26.109851|tel:0591-87727427|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U0US|name:味宗私房菜|address:乌山西路470号(鼓楼科技大厦对面)|location:119.280789,26.069631|tel:0591-83854299;0591-88315313|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VQ6N|name:好客人家|address:福飞南路236号米罗街(海军一号对面)|location:119.297163,26.110948|tel:0591-87505767|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0VBAP|name:麻婆传奇|address:福飞南路米罗街230号|location:119.297082,26.110663|tel:0591-87765797|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F05EIB|name:巴国布衣|address:湖滨路66号|location:119.289341,26.089295|tel:0591-87533753|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B024F0VHHZ|name:一心一客|address:洪山园路86号新园新村B6楼40号1-6单元(省委党校对面)|location:119.283556,26.075552|tel:0591-83262203|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U229|name:半道土味馆(乌山店)|address:乌山西路131号运天广场(新天祥大酒店旁)|location:119.280908,26.069709|tel:0591-88009081|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0VBKP|name:福满楼|address:福飞南路236号米罗时代14座2层|location:119.297163,26.110687|tel:0591-87713216|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0UGYP|name:光泽人家|address:福飞南路236号泉塘新城2楼(近华夏银行)|location:119.297125,26.11038|tel:13809558076;0591-87718285|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F05EBS|name:湄南小镇泰式餐厅|address:湖滨路66号中福西湖花园1号楼北福楼5楼(近西湖)|location:119.289551,26.089428|tel:0591-87667760|type:餐饮服务;外国餐厅;泰国/越南菜品餐厅
citycode:0591|poiid:B024F060C5|name:云祥酒楼|address:南屿镇南屿路口|location:119.21854,25.974565|tel:|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F0VPUD|name:担仔面|address:建新镇金山生活区(近好日子超市)|location:119.27198,26.051361|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05UUX|name:杨南饭店|address:新村28座10号、11号店面|location:119.285391,26.078838|tel:0591-83038785|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F058MF|name:铁路食堂(金城福园南)|address:S1531福州机场高速辅路|location:119.300848,26.12132|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XTCH|name:曾味小炒|address:工业路近闽江大学车站|location:119.280109,26.066772|tel:13774542527|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F062TZ|name:沙县小吃(工业路)|address:工业路333号|location:119.280112,26.066732|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0452L|name:闽西客家牛肉|address:工业路355附近|location:119.280184,26.066578|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0YTPX|name:西堤印象|address:北江滨望龙台公园停车场正对面沙滩旁|location:119.27636,26.05864|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0445F|name:老潘饭店|address:工业路333号(闽江学院旁)|location:119.280224,26.066518|tel:0591-83300279|type:餐饮服务;中餐厅;福建菜
citycode:0591|poiid:B024F0VE3I|name:三明大厦自助餐厅|address:华林路65号三明大厦(福建省人民政府旁)|location:119.293728,26.098119|tel:0591-88501656|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XXKW|name:曼哈顿|address:117县道附近|location:119.220269,25.975398|tel:0591-22808138|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F0VPTW|name:隆江饭店|address:琴亭路87|location:119.300446,26.117705|tel:18606919676|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U1QD|name:崔家菜|address:乌山西路127号|location:119.282313,26.070288|tel:0591-83790251;0591-83791279|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:0591|poiid:B024F0VQNJ|name:南香木桶饭|address:鼓西路东胜大厦1号楼(水果店旁)|location:119.28978,26.087374|tel:0591-83690556|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F056MH|name:潮兴菜馆|address:181县道|location:118.761809,25.83327|tel:0591-24768688|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U0OE|name:佤岗寨|address:乌山西路127号|location:119.282464,26.070333|tel:0591-87891727;13338418201|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VH5G|name:陈记小吃(北大店)|address:北大路北大新村5座15C|location:119.293219,26.096016|tel:0591-63101973|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U7AN|name:龙缘食府|address:乌山西路127号(近崔家菜)|location:119.282534,26.070363|tel:0591-83702487|type:餐饮服务;中餐厅;东北菜
citycode:0591|poiid:B024F05EIY|name:佳榕饭店|address:白马北路23号|location:119.289471,26.086336|tel:0591-87615047|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F05YHQ|name:金潮皇大酒楼|address:金山闽江大道202号|location:119.272096,26.049338|tel:0591-87091778;0591-87091777|type:餐饮服务;中餐厅;综合酒楼
citycode:0591|poiid:B024F0622A|name:三月三农家乐|address:二〇二省道永泰县城关往岭路乡方向|location:118.947958,25.827987|tel:0591-24852928|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0ZUKV|name:蜀领羊|address:乌山西路127号(市教院附中旁)|location:119.2827,26.07055|tel:0591-87753886|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VGRY|name:赤龙乌鱼庄|address:乌山西路127号(天祥酒楼旁边)|location:119.282662,26.070423|tel:0591-88191877|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B024F05TIF|name:本味食苑|address:华林路69号(三明大厦旁)|location:119.294157,26.09804|tel:0591-87800127|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VBIY|name:漳州小吃|address:通湖路39号|location:119.290817,26.08912|tel:13600823116|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0UCEI|name:荣升海鲜酒楼|address:东浦路176号|location:119.301424,26.119426|tel:0591-83886777;0591-87997977|type:餐饮服务;中餐厅;海鲜酒楼|购物服务;综合市场;水产海鲜市场
citycode:0591|poiid:B024F05YH9|name:溢湘楼|address:浦上大道南国金辉2栋04-05店|location:119.262016,26.031314|tel:0591-83057170|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:0591|poiid:B024F0VOXA|name:淳百味(鼓西店)|address:鼓西街道鼓西路338号华湖茶园1#1楼连体1层01店面(近西门公交车站)|location:119.29049,26.088074|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XSZU|name:豆花香|address:鼓西路368号|location:119.290409,26.087708|tel:13675029744|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U1U4|name:客家牛肉小吃(乌山西路)|address:福屿路281晴园虹锦附近|location:119.283544,26.071711|tel:0591-83733753|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0U0MX|name:沙县小吃(乌山西路)|address:福屿路281晴园附近|location:119.283567,26.071647|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0XZNF|name:我在咖啡|address:通湖路60号(近西湖电影院)|location:119.2909,26.08868|tel:0591-88186225|type:餐饮服务;外国餐厅;西餐厅(综合风味)
citycode:0591|poiid:B024F0VOSR|name:亮嫂(福飞路店)|address:福飞路143号金屏新苑3-5号26号店|location:119.298935,26.110765|tel:0591-83176107;0591-87225007|type:餐饮服务;快餐厅;快餐厅
citycode:0591|poiid:B024F04KK0|name:紫荆阁食尚坊|address:湖滨路138号(福建会堂旁)|location:119.292877,26.093589|tel:0591-87810307|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F056MI|name:美食园菜馆|address:181县道附近|location:118.762513,25.832523|tel:0591-24768777|type:餐饮服务;中餐厅;中餐厅
citycode:0591|poiid:B024F0VRDH|name:和兆外带寿司(杨桥店)|address:杨桥东路与白马北路交叉口(近湖滨路、新东方斜对面)|location:119.289568,26.084776|tel:4000400106;13906917589|type:餐饮服务;外国餐厅;日本料理
citycode:0591|poiid:B024F0UIJ1|name:帝道北京火锅|address:北大路133号(物价局斜对面)|location:119.293537,26.094805|tel:0591-87520003;0591-87528727;0591-10107777|type:餐饮服务;中餐厅;火锅店
citycode:0591|poiid:B024F04KB2|name:咱家东北风味饺子坊|address:通湖路67|location:119.291139,26.088469|tel:0591-87521874|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:0591|poiid:B024F0VQ0B|name:西城饭店(白马北路店)|address:白马北路92号|location:119.289288,26.083864|tel:0591-87521464|type:餐饮服务;中餐厅;中餐厅
