citycode:029|poiid:B001D0WGC5|name:稻香村餐厅|address:未央路112号经贸宾馆2层|location:108.946191,34.307923|tel:029-82126100|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WUGF|name:小宁家常菜|address:西韩街29号|location:109.093589,34.525867|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WOAA|name:时尚火锅|address:三棵树|location:109.099498,34.529641|tel:029-86913600|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D06FH8|name:刚耀烧烤|address:南环东路5附近|location:109.094632,34.525837|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D06YLH|name:腾飞餐馆|address:鹿祥路109号|location:109.10016,34.529568|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09O4D|name:锦海酒店|address:东二环8号|location:109.099042,34.528059|tel:029-86925666|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D0WDYC|name:陕南珍味餐厅|address:东二环路31附近|location:109.099535,34.528386|tel:029-86078777|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08QSM|name:老屈家羊肉泡馍馆|address:210国道附近|location:109.097153,34.543763|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D14QYD|name:味多多饺子馆|address:鹿祥路88附近|location:109.10049,34.529468|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WJ7O|name:乐山大众串串香|address:西韩路229号|location:109.101287,34.529788|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0W06W|name:忠意农家食府|address:南环中路东段|location:109.097674,34.526044|tel:13279201236|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D11DFE|name:利民餐馆|address:西安近郊鹿祥路与鹿景路十字西100米|location:109.10129,34.529568|tel:18292072924|type:餐饮服务;快餐厅;快餐厅
citycode:029|poiid:B001D0W4BE|name:鸿顺餐馆|address:南环东路51号|location:109.098712,34.526098|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D14X5J|name:亚利餐馆|address:南环东路和东二环路的交叉口附近|location:109.098873,34.526111|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09O42|name:北京唐顺肥牛(高陵店)|address:鹿祥路160号|location:109.102338,34.529136|tel:029-86925493|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D14QYG|name:好运来面馆|address:昭慧路附近|location:109.091562,34.522404|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D14QYH|name:文艳家素菜馆|address:昭慧路附近|location:109.091836,34.522412|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09O5T|name:青岛汉斯啤酒美食花园|address:高泾路附近|location:109.078401,34.544954|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D14R1C|name:昭慧餐馆|address:昭慧路附近|location:109.094991,34.52241|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D14R1D|name:娟建餐馆|address:昭慧路高陵县第一中学附近|location:109.09969,34.521153|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D14QYF|name:扬帆小吃部|address:昭慧路高陵县第一中学附近|location:109.100059,34.520979|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08R2G|name:好再来饭庄|address:210国道附近|location:109.098741,34.549823|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0W4MI|name:佰运烤肉|address:鹿苑镇张家村|location:109.098799,34.550407|tel:029-88888888;029-86914124|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D08MD9|name:小龙餐馆|address:迎宾路|location:109.093224,34.509658|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MD8|name:百姓饭馆|address:迎宾路|location:109.093238,34.509563|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MD7|name:小张快餐|address:迎宾路附近|location:109.093257,34.509398|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MA2|name:重庆特色鱼庄|address:西安近郊高陵县西高路|location:109.091942,34.508324|tel:029-86090360|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D08M9X|name:阳阳酒家|address:304县道|location:109.123123,34.538753|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MA0|name:随心餐馆|address:305县道附近|location:109.07415,34.507041|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0W4ND|name:兄弟饭庄|address:210国道附近|location:109.104675,34.568941|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MH2|name:新卫餐厅|address:210国道附近|location:109.105268,34.570626|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0W93D|name:通远食堂狗娃猪蹄|address:通远镇十字东侧(天主教堂对面)|location:109.045911,34.552356|tel:029-86080154|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08M9U|name:佳乐餐厅|address:南北四号路|location:109.044682,34.550918|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MD0|name:文明烤肉|address:南北四号路|location:109.044239,34.550942|tel:029-86080079|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D08QYH|name:天意餐厅|address:南北四号路附近|location:109.04423,34.550988|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MD2|name:康师傅酒家|address:南北四号路|location:109.044678,34.551903|tel:029-86080192|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08M9V|name:花花鱼庄|address:南北四号路附近|location:109.044577,34.551895|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0W454|name:十里香|address:徐船路和210国道的交叉口附近|location:109.105551,34.482342|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08ME4|name:迎宾大酒楼|address:210国道附近|location:109.105997,34.48201|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0Z6GQ|name:西安名贵小吃|address:渭河桥商业街87号|location:109.105884,34.479624|tel:029-86070087|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MDZ|name:东升餐馆|address:党西路|location:109.122613,34.482463|tel:029-86070956|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0VZZ4|name:澄城水盆羊肉|address:304县道附近|location:109.16355,34.537285|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08M29|name:祥瑞酒楼|address:崇皇乡|location:109.024828,34.503368|tel:|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D0W3WY|name:彭记小吃店|address:崇皇中路东50米|location:109.023725,34.503282|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08M6W|name:聚福楼|address:西安近郊高陵县305县道|location:109.023688,34.503308|tel:029-86040888|type:餐饮服务;中餐厅;海鲜酒楼
citycode:029|poiid:B001D08MH0|name:川香聚|address:303县道|location:109.013194,34.544053|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D08MCD|name:金香酒家|address:305县道|location:109.02287,34.503241|tel:|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D101OU|name:聚福饭店|address:西安近郊崇皇中学东100米|location:109.021306,34.505135|tel:15291699015|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:029|poiid:B001D08MAN|name:大槐树饺子刀削面|address:305县道|location:109.022189,34.503549|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D08QU7|name:香满楼(高陵县崇皇乡人民政府北)|address:三中(高陵县崇皇乡人民政府北)|location:109.021695,34.503518|tel:029-86040353|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MIH|name:朝阳美食城|address:临潼区|location:109.167913,34.560316|tel:029-83847266|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MIG|name:聚福园|address:郝邢路|location:109.168681,34.560398|tel:029-83846984;029-83846994|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0VZ65|name:百姓饭庄|address:崇皇乡桑军大道|location:109.035689,34.474356|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0W0MR|name:鑫源餐厅(渭阳路)|address:西安近郊高陵县渭阳路|location:109.016808,34.46916|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08M68|name:大众餐馆(渭阳路)|address:西安近郊高陵县泾环南路(泾渭苑西北)|location:109.016946,34.468021|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08M4W|name:美香酒楼|address:208县道附近|location:109.148088,34.616933|tel:029-83995528|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WFNO|name:小竹签烤肉|address:西安近郊长庆东路与泾渭四路口向东30米|location:109.012408,34.462795|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D11IUK|name:渭南蒸饺|address:车城酒店南50米|location:109.007306,34.466555|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MFA|name:金城园|address:陕汽路附近|location:109.007337,34.466438|tel:029-86959561|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0W13H|name:老三火锅城|address:210国道附近|location:109.102025,34.439468|tel:029-86061589|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D08MBL|name:川北人家|address:西安近郊高陵县泾环南路|location:109.011654,34.462733|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D08MF3|name:大槐树饺子馆|address:陕汽路|location:109.007444,34.465402|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D08MFD|name:味香缘|address:陕汽路|location:109.006386,34.466179|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MJ2|name:一家亲|address:陕汽路|location:109.006714,34.465797|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WR6H|name:醉仙居|address:210国道附近|location:109.10185,34.438566|tel:029-86060579|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MER|name:川味食府(泾渭苑东南)|address:泾环南路附近|location:109.011331,34.461637|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0WH8P|name:川湘人家|address:西安近郊高陵县泾环南路|location:109.009617,34.462586|tel:13299071813|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0Z312|name:迈德思烤鸡汉堡|address:平安北路中段|location:109.010161,34.462113|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:029|poiid:B001D08MJH|name:百姓菜馆|address:健民诊所附近|location:109.006149,34.464724|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0VPVJ|name:宏图饭店|address:西铜高速入口处|location:108.987851,34.483345|tel:029-86963666|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08M5Z|name:小金鱼|address:泾环南路|location:109.007177,34.463767|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WG3O|name:杨翔豆皮涮牛肚|address:韩村一路中段盛隆购物广场附近|location:109.008492,34.462501|tel:029-86959282|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0WKI4|name:袁记肉夹馍|address:韩村一路|location:109.008249,34.462489|tel:|type:餐饮服务;中餐厅;中餐厅|餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MJN|name:宁夏吴忠手抓羊肉|address:泾渭路附近|location:109.005709,34.464258|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MJM|name:大众饮食店|address:泾渭路|location:109.005641,34.464252|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MC2|name:仁和面馆|address:210国道附近|location:109.101525,34.436756|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0ZNNE|name:苏大姐火锅|address:韩村一路(农业银行对面)|location:109.005261,34.463919|tel:029-86915333|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0VPOQ|name:口口香川菜|address:西安近郊高陵县G65包茂高速入口|location:108.985842,34.483392|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0WGN8|name:聚丰酒家|address:泾渭工业园|location:109.00658,34.462357|tel:14709282879|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D0VP9U|name:三味居|address:G65包茂高速泾高南路出口附近|location:108.98577,34.483381|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MRH|name:罐罐香|address:长庆东路43附近|location:109.027853,34.448679|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WCJD|name:北京唐顺肥牛(泾渭分店)|address:泾河开发区陕汽大道|location:109.004115,34.463019|tel:029-86952299|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0VPPZ|name:好再来小吃店|address:G65包茂高速入口|location:108.984594,34.482835|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09NPS|name:新城餐厅(泾渭二店)|address:泾河开发区陕汽大道|location:109.003742,34.462725|tel:029-86959188;029-86962966|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08R15|name:经济餐馆|address:210国道附近|location:109.101263,34.43422|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08M34|name:聚福楼|address:210国道附近|location:109.10171,34.433954|tel:|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D0W451|name:千禧酒店|address:灞耿路和210国道的交叉口附近|location:109.101351,34.433276|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WDKP|name:九鼎轩时尚火锅|address:泾渭开发区陕汽路西段车城花园73号楼(近华润万家)|location:108.996747,34.465843|tel:029-86952333|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D08RCC|name:正宗牛羊肉泡馍|address:纺渭路附近|location:109.078207,34.43085|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0VPRJ|name:一品坊|address:西安近郊高陵县G65包茂高速|location:108.978605,34.482017|tel:|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D08QUO|name:美味酒家|address:长庆东路36附近|location:109.015432,34.446729|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0Z7NJ|name:食为天|address:北田镇|location:109.183139,34.461015|tel:029-83980181|type:餐饮服务;快餐厅;快餐厅
citycode:029|poiid:B001D08MRI|name:隆兴餐馆|address:长庆东路32附近|location:109.014644,34.446641|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08M4R|name:庄稼汉|address:临潼区|location:109.166968,34.622814|tel:029-83996053|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D090KD|name:山西刀削面(泾渭四路)|address:泾渭四路13附近|location:109.010005,34.445223|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0Z7OW|name:龙腾火锅|address:长庆东路与泾渭路十字南150米|location:109.006158,34.443507|tel:029-86012666|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0WCTP|name:迈德思|address:长庆西路26号西侧|location:108.997451,34.445886|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:029|poiid:B001D0YOK8|name:馋面|address:马家湾新庄市场|location:108.996493,34.444835|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D138QG|name:川香阁|address:长庆西路中段|location:108.99613,34.444692|tel:13572449255|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0VPRN|name:四川民俗|address:泾渭北路|location:108.987122,34.45081|tel:029-86021246|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D11LW3|name:孙家大院|address:阎南路|location:109.156057,34.64086|tel:029-83997000|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0VPQG|name:江海肥牛火锅(泾渭中路)|address:泾渭中路113号|location:108.987719,34.448314|tel:029-86033111|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D08RSL|name:一家春酒楼|address:210国道附近|location:109.104999,34.415316|tel:029-83417661|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0ZS83|name:巴蜀鱼庄|address:阎南路|location:109.158662,34.64163|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D127WY|name:金马刀鸡汤刀削面|address:油高路|location:109.23582,34.54322|tel:18291423486|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0VPNA|name:新城餐厅(泾渭店)|address:泾渭中路130号|location:108.987158,34.447354|tel:029-86959188;029-86033088|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D1280A|name:巴蜀鱼|address:阎南路|location:109.16384,34.640578|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0VPV6|name:户县软面|address:泾渭中路62号|location:108.987071,34.444772|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0ZWI0|name:口口香饭庄|address:雨金镇(雨金工商所斜对面)|location:109.237522,34.512273|tel:029-83806789|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08M7Y|name:祥和餐厅|address:207县道附近|location:109.239953,34.527175|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0W0LB|name:稻花香酒家|address:阎南路|location:109.163725,34.646417|tel:|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D08MB1|name:老孙家牛羊肉泡馍馆|address:207县道附近|location:109.242357,34.512869|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MB3|name:小毛酒楼|address:雨金镇西关|location:109.24246,34.51237|tel:029-83807459|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D08QT5|name:王记肉夹馍|address:207县道附近|location:109.242918,34.512981|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0W06J|name:老百姓饭庄|address:官刘路和阎南路的交叉口附近|location:109.163576,34.649143|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08M9Z|name:渭南水盆羊肉|address:207县道|location:109.243447,34.509561|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08M7T|name:供销酒楼|address:雨金中心医院附近|location:109.246553,34.513364|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0YYER|name:朱军鱼庄|address:泾河工业园|location:108.97665,34.44019|tel:029-86932055|type:餐饮服务;中餐厅;西北菜
citycode:029|poiid:B001D08QT0|name:迎宾餐馆(雨金中心医院东)|address:207县道(雨金中心医院东)|location:109.248204,34.513163|tel:029-83808059|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08R73|name:家常饭馆|address:325县道附近|location:109.084902,34.398439|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0W512|name:光头佬|address:阎南路|location:109.178746,34.650978|tel:029-86828268;13772199506|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MMN|name:胜利餐厅|address:西宣路晨兴超市附近|location:109.143234,34.40429|tel:029-83958156|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MMM|name:阿康烧烤|address:西宣路晨兴超市附近|location:109.143224,34.404187|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D0W4T0|name:聚龙园|address:迎宾大道|location:109.219517,34.627505|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0W0PG|name:小竹签烤肉(骞柳商业街)|address:骞柳商业街3号|location:109.02115,34.400085|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D0W48G|name:辣妹子火锅(骞柳店)|address:骞柳商业街3号|location:109.021443,34.398975|tel:|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0W0PC|name:金泉酒楼|address:骞柳商业步行街|location:109.021419,34.39883|tel:029-86214123|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D0W3VN|name:香辣园|address:迎宾大道附近|location:109.021305,34.398334|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0VZOP|name:喜羊羊火锅|address:骞柳商业步行街|location:109.020749,34.398201|tel:|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0VYVY|name:家春秋|address:骞柳商业步行街|location:109.021175,34.397843|tel:15309255855|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0W42A|name:樊家腊汁肉夹馍|address:骞柳商业步行街|location:109.020702,34.39799|tel:18292185288|type:餐饮服务;快餐厅;快餐厅
citycode:029|poiid:B001D08N69|name:一家楼|address:210县道附近|location:109.06044,34.383248|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08NCQ|name:珍珍饭店|address:210县道|location:109.059682,34.382851|tel:029-83411726|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WRUX|name:荷塘月色(西安市阎良区林业科技中心西)|address:迎宾路1号|location:109.213904,34.654387|tel:029-86859728|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WT8P|name:红辣椒川菜馆(华鑫苑西)|address:迎宾大道500号|location:109.217181,34.652064|tel:15009200965|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0WTCX|name:聚缘餐厅|address:迎宾大道500号|location:109.217674,34.652102|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08M2G|name:未央宫|address:湖旅游开发区阳光大道3号|location:108.981131,34.404279|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WTA5|name:中飞酒店|address:阎良开发区人民西路|location:109.21098,34.657626|tel:029-86855956;029-86855959|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D08NFL|name:平价饭馆|address:临潼区|location:109.182952,34.396781|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D11RD1|name:川湘酒楼|address:灞桥区|location:109.055334,34.378092|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0Z4PE|name:川味食府|address:北辰路与秦汉大道十字东南角|location:108.996676,34.39445|tel:029-86188518|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0ZV0A|name:稻花香酒家|address:迎宾大道|location:109.208695,34.661316|tel:13772078611|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08QRT|name:新疆餐馆|address:人民西路88号|location:109.218162,34.655917|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D1041L|name:乐家餐厅|address:迎宾大道|location:109.208945,34.663018|tel:15129655075|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08QVF|name:川菜酒家|address:环湖南路附近|location:108.983507,34.398599|tel:029-88593690|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0VZ2E|name:转转餐厅|address:人民路西段安芦市场门东边|location:109.217419,34.657801|tel:029-68865251|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08QS2|name:巴蜀鱼庄|address:环湖南路附近|location:108.982841,34.398435|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D0WRLJ|name:西凤人家|address:迎宾大道567号|location:109.213711,34.660612|tel:029-86855277|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D072S8|name:小张羊肉泡(人民西路)|address:近郊阎良区人民西路|location:109.217974,34.657818|tel:029-86204568|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WRBY|name:丽清大别山鹅火锅(阎良店)|address:凤凰西路1号|location:109.214099,34.661528|tel:029-86869899|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D090JP|name:东北人饺子馆|address:凤凰南街1号|location:109.222087,34.656399|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:029|poiid:B001D0WUEU|name:金马刀鸡汤刀削面|address:前进西路铁路医院对面|location:109.220255,34.659459|tel:029-82185461|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09NQN|name:腾飞大酒店|address:五区十字西100米|location:109.221074,34.659247|tel:029-86870999|type:餐饮服务;中餐厅;火锅店|餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D0W4XG|name:马虎面馆|address:人民西路22|location:109.224407,34.657913|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MOX|name:小利餐馆|address:临潼区|location:109.216973,34.406488|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D07B43|name:竹园村(新华街)|address:白云路附近|location:109.228784,34.656246|tel:029-86867777|type:餐饮服务;中餐厅;综合酒楼
citycode:029|poiid:B001D06TCW|name:米皮(人民东路)|address:人民西路8附近|location:109.226753,34.658312|tel:029-86891508|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D09NOZ|name:北京唐顺肥牛(阎良分店)|address:凤凰东路与凤凰北街交汇处|location:109.221511,34.662171|tel:029-86878181|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0WK14|name:川香鱼府|address:凤凰北路66号|location:109.221023,34.662566|tel:029-81660888|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D000CD|name:胖子蒸饺|address:新华路|location:109.228761,34.656853|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D068UI|name:阿瓦山寨(凤凰北街)|address:凤凰路北街68号|location:109.220985,34.66263|tel:029-86862793|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D06X4T|name:食味鲜(白云路)|address:白云路28号|location:109.229298,34.656541|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0W08G|name:川味麻辣香|address:人民西路与延安街北115米|location:109.226151,34.659331|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:029|poiid:B001D09OP5|name:港湾生态|address:新筑镇西滨大道|location:109.018966,34.376831|tel:029-83486000|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MMB|name:东海饭店|address:阳光大道|location:108.982611,34.391018|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WIPI|name:杨翔豆皮涮牛肚(阎良店)|address:白云路二区|location:109.230398,34.657199|tel:18802936026|type:餐饮服务;中餐厅;火锅店
citycode:029|poiid:B001D0WH67|name:大块牛肉面|address:凤凰北街|location:109.221274,34.664063|tel:15229270820|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08N0Q|name:莉莉酒楼|address:G30连霍高速附近|location:109.205409,34.396141|tel:029-83918128|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WEXS|name:多味香|address:凤凰北街86号|location:109.221225,34.664256|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D0WI1Z|name:大厨私房菜|address:白云路|location:109.230701,34.657369|tel:029-86208585|type:餐饮服务;中餐厅;中餐厅
citycode:029|poiid:B001D08MHF|name:盐池羊肉|address:景家什字西侧(近未央湖)|location:108.980522,34.391444|tel:029-86586108|type:餐饮服务;中餐厅;清真菜馆
citycode:029|poiid:B001D0W4SM|name:王家饺子馆(西安市阎良区人大西北)|address:凤凰北路|location:109.220634,34.665136|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
