citycode:010|poiid:B000AA177W|name:媛媛面馆(迎宾北路店)|address:怀柔迎宾北路11号|location:116.63755,40.324257|tel:010-69695158|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A1C02E|name:全聚德烤鸭店(玉泉路店)|address:复兴路44号|location:116.254328,39.907058|tel:010-68276550;010-68276551|type:餐饮服务;中餐厅;老字号|餐饮服务;中餐厅;北京菜
citycode:010|poiid:B000A8431Y|name:麦当劳(玉泉路餐厅)|address:复兴路42-3|location:116.254928,39.906935|tel:010-68232779|type:餐饮服务;快餐厅;麦当劳
citycode:010|poiid:B000A08359|name:盈福楼(玉泉路店)|address:复兴路83号|location:116.255578,39.908097|tel:010-51606688;010-66707878;010-66707999|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A87AN8|name:关二碳烤羊腿(阜石路店)|address:采石北路105号|location:116.260197,39.922812|tel:010-68289370|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A7QGPM|name:老四川|address:田村半壁店天下城市场内(近半壁店村)|location:116.26038,39.923796|tel:15910823915|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A7QVWT|name:新世纪餐厅|address:梅市口路(华夏家园东南)|location:116.242841,39.880234|tel:010-68666903|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7PLMO|name:金盘子|address:复兴路83-18|location:116.257934,39.907814|tel:010-66808425;010-88803698|type:餐饮服务;中餐厅;东北菜
citycode:010|poiid:B000A87B5E|name:蜀湘阁|address:正大路与采石北路交叉口北210米路东|location:116.260109,39.914833|tel:15901057803;13810306084|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A8XL5H|name:沙县小吃|address:北坞嘉园东小街|location:116.25294,39.979523|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7PKHH|name:金百万烤鸭(万城店)|address:五棵松金沟河路19号|location:116.260881,39.91797|tel:010-68165665;010-68166776|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8VSP0|name:吕仙新湘菜|address:太平路18号|location:116.256866,39.903632|tel:010-51790066;010-51790088|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A8VOAK|name:好嫂子|address:金沟河路|location:116.261166,39.917843|tel:010-57172651|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A87AND|name:巫山烤全鱼|address:金沟河路17|location:116.261539,39.917853|tel:010-88629500;010-59534773|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A7PSLM|name:来一碗牛肉面|address:永定路|location:116.261828,39.917837|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A83QBJ|name:有乐和食(玉泉路店)|address:复兴路40号|location:116.258962,39.906733|tel:010-51887282|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A85VOK|name:嘉和一品(永定路店)|address:永定路1号乐府商务大厦|location:116.26398,39.928767|tel:010-62553676;010-58976599;4007001008|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A9DJRT|name:25元|address:杜家坎|location:116.207542,39.843509|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A87A8O|name:姐弟俩土豆粉(半壁店分店)|address:田村路|location:116.264418,39.929255|tel:13718809632|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A87DVQ|name:山水间羊羯子(永定路店)|address:永定路105号|location:116.264303,39.923727|tel:010-88272141|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7Z6BB|name:老鱼锅|address:小屯路商业广场11号|location:116.252233,39.887844|tel:010-68638991|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A80950|name:湖南茅草街|address:永定路铁家坟丙5号|location:116.264518,39.919393|tel:010-68176520|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A7PCHJ|name:红飘带|address:四季青|location:116.259922,39.971881|tel:010-88447068;010-88461230|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7ONYG|name:陈阿婆重庆绿色鱼火锅(永定路店)|address:永定路28号|location:116.264947,39.920279|tel:010-68219762;010-68187172|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A18559|name:竹园村大酒店|address:北太平路16号(空政文工团对面)|location:116.260297,39.903282|tel:010-88275688;010-88625886;010-88625688|type:住宿服务;宾馆酒店;宾馆酒店|餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7F5MO|name:豫大碗烩面(永定路)|address:永定路29号|location:116.264448,39.917257|tel:010-68229883|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A87AP0|name:九头鸟酒家(田村半壁店)|address:永定路甲4号北门|location:116.266301,39.92883|tel:010-57127286;010-88630036|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A8WAI1|name:晋阳饭庄|address:永定路85号院|location:116.263006,39.909948|tel:4006365727;010-87581918;010-87582388;010-68762988|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8VTK4|name:巫山烤全鱼|address:大成路22号天泰大厦2楼(近大中电器)|location:116.254662,39.889751|tel:010-68698806|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A9JLO8|name:兰州拉面|address:大成路25号1-5(小屯路附近)|location:116.254733,39.889702|tel:13911739546;010-88285632;010-57270930|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A87QX4|name:嘉和一品粥(大成路店)|address:塔小区G区天客隆超市西侧1层|location:116.254899,39.889741|tel:010-68695436|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A83ZZJ|name:汉丽轩烤肉超市(大成路店)|address:大成路25号2-3号3层|location:116.255017,39.889747|tel:010-68691587|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A75ABB|name:甲鱼食府|address:太平路|location:116.260587,39.900466|tel:010-52865558;010-66703030|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8VSUZ|name:爆肚王|address:采石南路46号院西门北侧1号|location:116.260182,39.898717|tel:010-88278200|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7OZW4|name:富丽客巴西烤肉|address:万寿路|location:116.264178,39.906597|tel:010-88204991;010-88202933|type:餐饮服务;外国餐厅;巴西菜
citycode:010|poiid:B000A8VSUB|name:信阳菜馆|address:小屯路53号|location:116.253305,39.883278|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7CKPH|name:泰辣椒(长峰店)|address:永定路66号北京长峰假日酒店1层|location:116.265218,39.909011|tel:4006365727;010-68387721;010-88213345|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A839J5|name:甲鱼村|address:小屯路12号|location:116.252471,39.88157|tel:010-68678648|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7X0QG|name:摸错门牛肚王(丰台金门店)|address:大成路19号|location:116.257646,39.889765|tel:010-68693969|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A87R2V|name:健将一品粥(永定路店)|address:永定路口南侧|location:116.26526,39.907136|tel:010-68212020;010-68174821|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7CK2M|name:肯德基(永定路店)|address:永定路88-3|location:116.265039,39.905445|tel:010-58895621;010-58895620|type:餐饮服务;快餐厅;肯德基
citycode:010|poiid:B000A7Y7H7|name:宏状元(永定路餐厅)|address:永定路88-13|location:116.265277,39.904733|tel:010-58895979|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A83SMR|name:苗韵竹荪鹅(北坞村路)|address:北坞村路8号|location:116.265333,39.969864|tel:010-88450385|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A81A4R|name:呷哺呷哺(西点店)|address:永定路88长银大厦B1层|location:116.265538,39.904824|tel:010-58894101;010-59775639;18510082060;010-66768425|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A85U4O|name:晋老乡|address:大成南路23号(超市发超市地下一层)|location:116.258766,39.889241|tel:010-68698226|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8420N|name:天府豆花庄(金四季店)|address:西四环北路117号金四季购物中心|location:116.271038,39.943625|tel:010-88493082;010-62596217;010-88498820|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A87C0B|name:必胜宅急送(四季青店)|address:西四环北路117号北段2号(近百安居)|location:116.271039,39.945351|tel:4008123123|type:餐饮服务;快餐厅;必胜客
citycode:010|poiid:B000A81AIJ|name:羊大爷涮肉(太舟坞店)|address:温泉镇黑龙潭路太舟坞408号|location:116.202963,40.040246|tel:010-62400166|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A88IM8|name:竹叶涮肉坊|address:云岗张家坟辛庄南路路口|location:116.170377,39.82|tel:4006365727;010-83872580|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7Q72L|name:权金城(定慧寺店)|address:永定路4号院|location:116.271125,39.924869|tel:010-68150088;010-68286688;010-68157272|type:餐饮服务;外国餐厅;韩国料理
citycode:010|poiid:B000A84NEM|name:九头鸟酒家(永定路店)|address:太平路46号东7号|location:116.264389,39.898902|tel:010-88628929|type:餐饮服务;中餐厅;湖北菜(鄂菜)
citycode:010|poiid:B000A8VUIO|name:湘宴|address:太平路46号东8号|location:116.264385,39.898782|tel:010-88279586;010-88623336|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A7QRE4|name:西贝西北菜(北京定慧桥店)|address:永定路4号院金沙国际会馆2层|location:116.271422,39.924681|tel:010-88624798;010-88636233|type:餐饮服务;中餐厅;西北菜
citycode:010|poiid:B000A8VQEJ|name:成都小吃|address:复兴路813号(近林静小吃)|location:116.267087,39.905688|tel:010-68157280;010-68278715;010-88132897;15321880068|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7PT2G|name:兰州牛肉拉面(张仪村路)|address:张仪村路附近|location:116.238321,39.859634|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7PGCT|name:火锅家常菜(贝家花园路)|address:贝家花园路|location:116.119741,40.065249|tel:|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7ZBK9|name:阳坊大都涮羊肉(北太平路)|address:北太平路|location:116.267609,39.904091|tel:010-88229226|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A806M6|name:田老师红烧肉(青塔西路)|address:卢沟桥|location:116.264305,39.895105|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A84X3G|name:大蓉和酒楼|address:西四环北路69号(四季青桥西侧)|location:116.273177,39.94653|tel:|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A84WNS|name:丁是丁卯是卯(青塔店)|address:青塔西路1号|location:116.264357,39.894776|tel:010-68678552|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A83Y0I|name:唐古拉山|address:复兴路79号|location:116.269635,39.908226|tel:010-68283154;010-68388380;010-68763199|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A8VRAA|name:沙县小吃|address:青塔西路3号|location:116.264276,39.89373|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7CJIS|name:林静小吃|address:复兴路79-15|location:116.269791,39.907889|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XQI1|name:天外天烤鸭店|address:温泉镇太舟坞路口|location:116.206604,40.040918|tel:010-62485586|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A85WQR|name:桔子酒店(五棵松店)|address:八里庄街道五孔桥35号|location:116.274321,39.930647|tel:010-84711313;010-57172812;4008190099;010-58840666|type:住宿服务;宾馆酒店;经济型连锁酒店|餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A12403|name:山东滕州羊肉汤菜馆|address:西四环北路辅路|location:116.274749,39.94041|tel:|type:餐饮服务;中餐厅;山东菜(鲁菜)
citycode:010|poiid:B000AA192L|name:网吧|address:丰台区大成路|location:116.26342,39.889595|tel:|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:010|poiid:B000A88IJA|name:老锅老灶|address:香山路厢红旗红绿灯西行400米|location:116.25182,40.004447|tel:010-62886266|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A8XI9W|name:信阳家常菜|address:城内街5号|location:116.234752,39.851632|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A85FFZ|name:玛利嘉儿|address:五棵松摄影器材城2层223号|location:116.275747,39.922008|tel:010-88133372|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8U6PQ|name:肯德基(五孔桥家乐福餐厅)|address:西四环北路定慧北桥东家乐福定慧桥店首层西侧|location:116.27671,39.928261|tel:010-52963559;4008823823;010-52963558|type:餐饮服务;快餐厅;肯德基
citycode:010|poiid:B000A7P8XD|name:汉拿山(昆明湖南路店)|address:昆明湖南路11号1号楼|location:116.274552,39.96114|tel:010-82039999;4006008809|type:餐饮服务;外国餐厅;韩国料理
citycode:010|poiid:B000A8XH8N|name:沙县小吃|address:昆明湖南路18号|location:116.273669,39.965403|tel:010-88439119|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A85GLW|name:六合居|address:远大路52号院|location:116.276689,39.95615|tel:010-51980255;010-51985288;010-51980888|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:010|poiid:B000A88944|name:伊尹海参馆(四季青店)|address:远大路西首39号青清商厦|location:116.27679,39.957634|tel:010-52836507;010-52836508;010-88467628|type:餐饮服务;中餐厅;海鲜酒楼
citycode:010|poiid:B000AA1H75|name:沙县小吃|address:大成路11附近|location:116.26752,39.889745|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A80CTD|name:美味锅贴|address:西翠路定慧西里(近定慧桥)|location:116.278141,39.923932|tel:010-88126154|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8095W|name:晋风庄园|address:双林东路南口|location:116.257825,39.873247|tel:010-83695829;010-83695839|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A8660Y|name:新疆吐鲁番食府|address:青塔西路美食一条街(西四环)|location:116.264155,39.882805|tel:010-86882123|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000AA1G7N|name:桂林米粉|address:郑常庄大成路九号侧院(蘑菇宴入口50米)|location:116.268267,39.890326|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A87YPL|name:鸿运天外天(云岗路)|address:云岗西路5号-2|location:116.159403,39.810256|tel:010-88538221;010-88538166|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A7CPIM|name:翠满楼|address:云岗西里8号院|location:116.157024,39.809534|tel:010-88536666|type:餐饮服务;中餐厅;海鲜酒楼
citycode:010|poiid:B000A7ZBQK|name:庄户人家|address:西四环中路青塔东里青塔东里|location:116.27122,39.89541|tel:010-68157198|type:餐饮服务;中餐厅;北京菜
citycode:010|poiid:B000A842RL|name:大馅饺子城|address:金庄路路西北新大厦斜对面|location:116.27983,39.943497|tel:010-66808353;13311583090|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A84ENH|name:大成食府|address:大成路9|location:116.268915,39.890132|tel:010-68696999;010-88279999|type:餐饮服务;中餐厅;北京菜
citycode:010|poiid:B000A96ELG|name:第六感|address:西四环蓝靛厂烟树园甲4号|location:116.277538,39.961645|tel:010-88862276|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8661Q|name:绿叶酒家|address:云岗南区东里9-2号|location:116.160347,39.809714|tel:010-68377345;010-88536614|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A85KZ2|name:小白鲨(北京四季青桥店)|address:紫竹院路正福寺77号曙光防灾教育公园内|location:116.280388,39.948136|tel:010-88861833;010-88861866|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:010|poiid:B000A7J2KZ|name:阳坊胜利涮羊肉(厢红旗路)|address:厢红旗红绿灯南100米|location:116.257355,40.004755|tel:010-62873530|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A85BGM|name:She's Aileen|address:板井路正福寺2号爱江山B1层|location:116.280021,39.951857|tel:010-51906638|type:餐饮服务;外国餐厅;意式菜品餐厅
citycode:010|poiid:B000A79CEF|name:干锅王|address:阜成路66号|location:116.28023,39.924069|tel:010-83646016;010-88117350;18600373806|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7R5HL|name:玉楼东|address:西四环郑常庄大成路7号天利大厦2-3层|location:116.26994,39.889925|tel:010-68670156;010-68670155;010-68691147|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A85K5G|name:鼎上鲜|address:阜成路定慧北里18号楼|location:116.280684,39.926682|tel:010-88152798|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A883KV|name:福临|address:厢红旗与香山路交叉口|location:116.257335,40.005341|tel:010-66777896|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000AA61NG|name:蓝带|address:魏公村世纪城地下商街|location:116.28067,39.952385|tel:|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:010|poiid:B000A81FCM|name:世纪金源大酒店宴会厅|address:板井路69号世纪金源大饭店写字楼2层|location:116.280626,39.953388|tel:010-88598888|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A7XSA0|name:金源自助餐厅|address:板井路69号世纪金源大饭店写字楼|location:116.280633,39.953391|tel:010-88598888|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8XM72|name:萨莉亚意式餐厅|address:板井路69号金源购物中心5层5-20J号|location:116.280639,39.953389|tel:010-88893026|type:餐饮服务;外国餐厅;意式菜品餐厅
citycode:010|poiid:B000A874RC|name:富士山日本料理|address:板井路69号世纪金源大饭店写字楼1层|location:116.280648,39.953404|tel:010-88598888|type:餐饮服务;外国餐厅;日本料理
citycode:010|poiid:B000A80CPC|name:晋B2008|address:彰化路加油站对面|location:116.281841,39.941324|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8U2JZ|name:新开元大酒店(海淀店)|address:阜成路111号|location:116.28125,39.924795|tel:010-88116653;010-88116652;010-68003949|type:餐饮服务;中餐厅;浙江菜
citycode:010|poiid:B000A7ZBSU|name:成都美食|address:岳各庄天安街|location:116.268105,39.884539|tel:010-51188843|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A82T0P|name:广源食府|address:远大路金源时代正南世纪城(近上河村)|location:116.280316,39.95653|tel:010-86665965|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8Z5WE|name:铁板工坊|address:复兴路69号卓展购物中心B1层|location:116.279576,39.91339|tel:010-68155508;010-68188877|type:餐饮服务;外国餐厅;日本料理
citycode:010|poiid:B000A7ZOYK|name:福华肥牛城(北四环西路辅路)|address:北四环西路|location:116.276727,39.972029|tel:|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A8X7IW|name:濠景海鲜酒楼(世纪城店)|address:远大路28号世纪城|location:116.281396,39.956204|tel:010-63711903;010-66085559;010-66085557|type:餐饮服务;中餐厅;海鲜酒楼
citycode:010|poiid:B000A7XRVF|name:华神川菜火锅|address:远大路28号世纪城|location:116.281321,39.956644|tel:010-88431116|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A85FZ3|name:金铂麟会所餐厅|address:蓝靛厂西路晨月园甲2号|location:116.280857,39.959125|tel:010-88862222;010-88861111|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A87PLW|name:天使食府(五棵松店)|address:复兴路69号中国中铁广场C座|location:116.280729,39.913779|tel:010-68220005;010-68220007|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A7WTD5|name:佳肴港烤鸭店(酒楼)|address:西四环中路72号|location:116.274694,39.894917|tel:010-68189220;010-68189780;010-68189766|type:餐饮服务;中餐厅;北京菜
citycode:010|poiid:B000A87PRO|name:麦当劳(五棵松餐厅)|address:复兴路69号卓展购物中心B1层|location:116.280795,39.91329|tel:010-68167270;010-68232779|type:餐饮服务;快餐厅;麦当劳
citycode:010|poiid:B000A85TKO|name:竹荪火锅|address:五里店|location:116.25116,39.858622|tel:|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A8XL7M|name:粥公粥婆|address:香山路93号|location:116.259695,40.006143|tel:010-62865852;010-66774825|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A85UP8|name:嘉和一品(梅市口店)|address:青塔西路58号院|location:116.268145,39.880806|tel:010-63877995|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000AA1YCS|name:兰州拉面|address:定慧西里7|location:116.283198,39.922785|tel:010-88125574|type:餐饮服务;中餐厅;清真菜馆|餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A80796|name:全聚德烤鸭店(西翠路店)|address:西翠路9号瑞成大酒店|location:116.282759,39.919135|tel:4007339993;010-68279484;010-68239011;010-68239618|type:餐饮服务;中餐厅;北京菜|餐饮服务;中餐厅;老字号
citycode:010|poiid:B000A8W2HB|name:沙县小吃|address:西翠路114号|location:116.274856,39.893232|tel:010-67739980|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7XUBM|name:田老师红烧肉(世纪城店)|address:蓝靛厂|location:116.28025,39.966743|tel:010-68628177|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A395DC|name:万吉大丰和(世纪城店)|address:板井路远大园五区甲1号|location:116.283996,39.95064|tel:010-88509991;010-88509992;010-88509993|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A85OM9|name:沸腾鱼乡(五棵松店)|address:西翠路17号院紫金长安酒店综合楼4层|location:116.282728,39.91568|tel:010-68166881;010-68166992|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7BG80|name:郭林家常菜(沙窝店)|address:太平路19号|location:116.278363,39.900058|tel:010-68289916;010-68289917;010-68289918;4007339993|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7PS4E|name:筷乐家园(太平路)|address:万寿路|location:116.278387,39.900121|tel:010-88275688;010-63861188;010-68184293|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7QKJI|name:添一顺羊羯子|address:北四环西路88-17|location:116.27952,39.97128|tel:010-88443629;010-88470408|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A84X6Y|name:轩辕盛世|address:香山路75号|location:116.261083,40.00631|tel:010-62863018|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7XJAH|name:岳麓湘江|address:恩济庄西街8号|location:116.2852,39.931681|tel:010-88155505|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000AA1HB2|name:沙县小吃|address:梅市口西府颐园|location:116.271094,39.883439|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A87GMB|name:郑州烩面馆|address:彰化路|location:116.285712,39.941593|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7Y4MC|name:洞庭湖甲鱼食府|address:北四环西路88-14号|location:116.280202,39.971616|tel:010-88464483|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A816K2|name:湘鄂情(定慧寺店)|address:阜成路定慧寺甲2号|location:116.28524,39.925638|tel:010-88135188;010-88135388;010-88135488|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A7VROF|name:江南赋|address:蓝靛厂金源时代购物中心西南角|location:116.283965,39.957547|tel:4007339993;010-88451016;010-88451015;010-88451017|type:餐饮服务;中餐厅;浙江菜
citycode:010|poiid:B000A7RXK7|name:豆捞坊(西翠路店)|address:万寿路西街甲11-12|location:116.283727,39.912525|tel:010-88216447;010-68279988|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A9JKUD|name:今日情|address:西翠路5号今日家园|location:116.28043,39.90048|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A84VB7|name:溪水乡间|address:万寿路西街甲11号|location:116.283835,39.911337|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A7R5NB|name:郁陵岛|address:西八里庄路恩济庄18号院|location:116.286652,39.92732|tel:010-88137066|type:餐饮服务;外国餐厅;韩国料理
citycode:010|poiid:B000A84C3Z|name:佳宁娜|address:阜成路101号永兴花园饭店|location:116.286567,39.925239|tel:010-88111188;010-88138978|type:餐饮服务;中餐厅;潮州菜
citycode:010|poiid:B000A7R0H6|name:羊杂汤|address:五里店路318号|location:116.256657,39.859874|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7ZNPB|name:便宜坊烤鸭店(航天店)|address:阜成路101号永兴花园酒店南侧1层|location:116.286557,39.924797|tel:010-88146068;010-88146066;010-88146063|type:餐饮服务;中餐厅;特色/地方风味餐厅|餐饮服务;中餐厅;老字号
citycode:010|poiid:B000A849MJ|name:阳光海岸自助百汇(辉煌店)|address:西翠路19号辉煌净雅大酒店4层|location:116.282837,39.906296|tel:4007339993;010-65277888;010-68166111;010-65277666|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A4D0EC|name:谷美靓汤(阜成路店)|address:阜成路58号新洲商务大厦1层|location:116.286782,39.923716|tel:4006365727;010-88149963;010-88149962;010-88143636|type:餐饮服务;中餐厅;广东菜(粤菜)
citycode:010|poiid:B000A840VV|name:锅色天香(万寿路店)|address:万寿路西街11号|location:116.284795,39.911566|tel:010-63438888;010-68181710|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A81APL|name:辣婆婆(航天桥店)|address:恩济里18号|location:116.287528,39.926873|tel:010-88115144;010-88115143|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A7BL6K|name:鸿毛饺子|address:远大路20号鹏安世纪大厦B座1层|location:116.28641,39.956917|tel:010-51980486|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A7CNS0|name:意粉屋(金源新燕莎MALL)|address:远大路1号F1层1073-1075AB|location:116.287327,39.958971|tel:010-58103600;010-88875607|type:餐饮服务;外国餐厅;意式菜品餐厅
citycode:010|poiid:B000A7QJ38|name:天贵食府|address:大井桥南路西202号|location:116.264229,39.865832|tel:010-63822788;010-63841745;010-63819966|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A7CS7K|name:苗乡楼(金源新燕莎MALL)|address:远大路1号F5层525|location:116.287691,39.958627|tel:010-88872894;010-88872994|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A81A45|name:重庆印象火锅|address:西翠路|location:116.283674,39.901003|tel:010-68173049|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7BVPO|name:三苏酒楼|address:太平路22号|location:116.283715,39.900023|tel:010-68162930|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A7WH2H|name:沙县小吃|address:小井村六组|location:116.274703,39.880266|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A81JD4|name:台湾小吃(金源新燕莎MALL)|address:远大路1号F5层|location:116.288279,39.958785|tel:|type:餐饮服务;中餐厅;台湾菜
citycode:010|poiid:B000A83Z0A|name:悦宏鲍翅自助餐|address:复兴路65号乙悦宏国际酒店内|location:116.286614,39.907966|tel:010-8827880;010-88278800|type:餐饮服务;快餐厅;快餐厅
